user,stimulus_order,image_a,image_b,reference_a,reference_b,choice
test1,983,images/train_2000/59.png_crop_3618_0000_a.png,images/train_2000/59.png_crop_3618_0000_b.png,images/train_2000/59.png_crop_3618_0000_ref.png,images/train_2000/59.png_crop_3618_0000_ref.png,B
test1,984,images/train_2000/59.png_crop_3660_0000_a.png,images/train_2000/59.png_crop_3660_0000_b.png,images/train_2000/59.png_crop_3660_0000_ref.png,images/train_2000/59.png_crop_3660_0000_ref.png,B
test1,985,images/train_2000/59.png_crop_419_0000_a.png,images/train_2000/59.png_crop_419_0000_b.png,images/train_2000/59.png_crop_419_0000_ref.png,images/train_2000/59.png_crop_419_0000_ref.png,A
test1,986,images/train_2000/59.png_crop_486_0000_a.png,images/train_2000/59.png_crop_486_0000_b.png,images/train_2000/59.png_crop_486_0000_ref.png,images/train_2000/59.png_crop_486_0000_ref.png,A
test1,987,images/train_2000/59.png_crop_547_0000_a.png,images/train_2000/59.png_crop_547_0000_b.png,images/train_2000/59.png_crop_547_0000_ref.png,images/train_2000/59.png_crop_547_0000_ref.png,B
test1,988,images/train_2000/59.png_crop_601_0000_a.png,images/train_2000/59.png_crop_601_0000_b.png,images/train_2000/59.png_crop_601_0000_ref.png,images/train_2000/59.png_crop_601_0000_ref.png,B
test1,989,images/train_2000/59.png_crop_662_0000_a.png,images/train_2000/59.png_crop_662_0000_b.png,images/train_2000/59.png_crop_662_0000_ref.png,images/train_2000/59.png_crop_662_0000_ref.png,A
test1,990,images/train_2000/59.png_crop_905_0000_a.png,images/train_2000/59.png_crop_905_0000_b.png,images/train_2000/59.png_crop_905_0000_ref.png,images/train_2000/59.png_crop_905_0000_ref.png,A
test1,991,images/train_2000/59.png_crop_951_0000_a.png,images/train_2000/59.png_crop_951_0000_b.png,images/train_2000/59.png_crop_951_0000_ref.png,images/train_2000/59.png_crop_951_0000_ref.png,B
test1,992,images/train_2000/BC1.png_crop_100_0000_a.png,images/train_2000/BC1.png_crop_100_0000_b.png,images/train_2000/BC1.png_crop_100_0000_ref.png,images/train_2000/BC1.png_crop_100_0000_ref.png,A
test1,993,images/train_2000/BC1.png_crop_1025_0000_a.png,images/train_2000/BC1.png_crop_1025_0000_b.png,images/train_2000/BC1.png_crop_1025_0000_ref.png,images/train_2000/BC1.png_crop_1025_0000_ref.png,B
test1,994,images/train_2000/BC1.png_crop_1167_0000_a.png,images/train_2000/BC1.png_crop_1167_0000_b.png,images/train_2000/BC1.png_crop_1167_0000_ref.png,images/train_2000/BC1.png_crop_1167_0000_ref.png,A
test1,995,images/train_2000/BC1.png_crop_1209_0000_a.png,images/train_2000/BC1.png_crop_1209_0000_b.png,images/train_2000/BC1.png_crop_1209_0000_ref.png,images/train_2000/BC1.png_crop_1209_0000_ref.png,B
test1,996,images/train_2000/BC1.png_crop_1243_0000_a.png,images/train_2000/BC1.png_crop_1243_0000_b.png,images/train_2000/BC1.png_crop_1243_0000_ref.png,images/train_2000/BC1.png_crop_1243_0000_ref.png,A
test1,997,images/train_2000/BC1.png_crop_1272_0000_a.png,images/train_2000/BC1.png_crop_1272_0000_b.png,images/train_2000/BC1.png_crop_1272_0000_ref.png,images/train_2000/BC1.png_crop_1272_0000_ref.png,A
test1,998,images/train_2000/BC1.png_crop_1535_0000_a.png,images/train_2000/BC1.png_crop_1535_0000_b.png,images/train_2000/BC1.png_crop_1535_0000_ref.png,images/train_2000/BC1.png_crop_1535_0000_ref.png,A
test1,999,images/train_2000/BC1.png_crop_1593_0000_a.png,images/train_2000/BC1.png_crop_1593_0000_b.png,images/train_2000/BC1.png_crop_1593_0000_ref.png,images/train_2000/BC1.png_crop_1593_0000_ref.png,A
test1,1000,images/train_2000/BC1.png_crop_160_0000_a.png,images/train_2000/BC1.png_crop_160_0000_b.png,images/train_2000/BC1.png_crop_160_0000_ref.png,images/train_2000/BC1.png_crop_160_0000_ref.png,A
test1,1001,images/train_2000/BC1.png_crop_1666_0000_a.png,images/train_2000/BC1.png_crop_1666_0000_b.png,images/train_2000/BC1.png_crop_1666_0000_ref.png,images/train_2000/BC1.png_crop_1666_0000_ref.png,A
test1,1002,images/train_2000/BC1.png_crop_172_0000_a.png,images/train_2000/BC1.png_crop_172_0000_b.png,images/train_2000/BC1.png_crop_172_0000_ref.png,images/train_2000/BC1.png_crop_172_0000_ref.png,B
test1,1003,images/train_2000/BC1.png_crop_1757_0000_a.png,images/train_2000/BC1.png_crop_1757_0000_b.png,images/train_2000/BC1.png_crop_1757_0000_ref.png,images/train_2000/BC1.png_crop_1757_0000_ref.png,B
test1,1004,images/train_2000/BC1.png_crop_1785_0000_a.png,images/train_2000/BC1.png_crop_1785_0000_b.png,images/train_2000/BC1.png_crop_1785_0000_ref.png,images/train_2000/BC1.png_crop_1785_0000_ref.png,A
test1,1005,images/train_2000/BC1.png_crop_1957_0000_a.png,images/train_2000/BC1.png_crop_1957_0000_b.png,images/train_2000/BC1.png_crop_1957_0000_ref.png,images/train_2000/BC1.png_crop_1957_0000_ref.png,B
test1,1006,images/train_2000/BC1.png_crop_1966_0000_a.png,images/train_2000/BC1.png_crop_1966_0000_b.png,images/train_2000/BC1.png_crop_1966_0000_ref.png,images/train_2000/BC1.png_crop_1966_0000_ref.png,B
test1,1007,images/train_2000/BC1.png_crop_1998_0000_a.png,images/train_2000/BC1.png_crop_1998_0000_b.png,images/train_2000/BC1.png_crop_1998_0000_ref.png,images/train_2000/BC1.png_crop_1998_0000_ref.png,A
test1,1008,images/train_2000/BC1.png_crop_238_0000_a.png,images/train_2000/BC1.png_crop_238_0000_b.png,images/train_2000/BC1.png_crop_238_0000_ref.png,images/train_2000/BC1.png_crop_238_0000_ref.png,B
test1,1009,images/train_2000/BC1.png_crop_23_0000_a.png,images/train_2000/BC1.png_crop_23_0000_b.png,images/train_2000/BC1.png_crop_23_0000_ref.png,images/train_2000/BC1.png_crop_23_0000_ref.png,B
test1,1010,images/train_2000/BC1.png_crop_274_0000_a.png,images/train_2000/BC1.png_crop_274_0000_b.png,images/train_2000/BC1.png_crop_274_0000_ref.png,images/train_2000/BC1.png_crop_274_0000_ref.png,B
test1,1011,images/train_2000/BC1.png_crop_348_0000_a.png,images/train_2000/BC1.png_crop_348_0000_b.png,images/train_2000/BC1.png_crop_348_0000_ref.png,images/train_2000/BC1.png_crop_348_0000_ref.png,B
test1,1012,images/train_2000/BC1.png_crop_434_0000_a.png,images/train_2000/BC1.png_crop_434_0000_b.png,images/train_2000/BC1.png_crop_434_0000_ref.png,images/train_2000/BC1.png_crop_434_0000_ref.png,B
test1,1013,images/train_2000/BC1.png_crop_507_0000_a.png,images/train_2000/BC1.png_crop_507_0000_b.png,images/train_2000/BC1.png_crop_507_0000_ref.png,images/train_2000/BC1.png_crop_507_0000_ref.png,B
test1,1014,images/train_2000/BC1.png_crop_589_0000_a.png,images/train_2000/BC1.png_crop_589_0000_b.png,images/train_2000/BC1.png_crop_589_0000_ref.png,images/train_2000/BC1.png_crop_589_0000_ref.png,B
test1,1015,images/train_2000/BC1.png_crop_647_0000_a.png,images/train_2000/BC1.png_crop_647_0000_b.png,images/train_2000/BC1.png_crop_647_0000_ref.png,images/train_2000/BC1.png_crop_647_0000_ref.png,B
test1,1016,images/train_2000/BC1.png_crop_701_0000_a.png,images/train_2000/BC1.png_crop_701_0000_b.png,images/train_2000/BC1.png_crop_701_0000_ref.png,images/train_2000/BC1.png_crop_701_0000_ref.png,A
test1,1017,images/train_2000/BC1.png_crop_778_0000_a.png,images/train_2000/BC1.png_crop_778_0000_b.png,images/train_2000/BC1.png_crop_778_0000_ref.png,images/train_2000/BC1.png_crop_778_0000_ref.png,B
test1,1018,images/train_2000/BC1.png_crop_817_0000_a.png,images/train_2000/BC1.png_crop_817_0000_b.png,images/train_2000/BC1.png_crop_817_0000_ref.png,images/train_2000/BC1.png_crop_817_0000_ref.png,B
test1,1019,images/train_2000/BC1.png_crop_856_0000_a.png,images/train_2000/BC1.png_crop_856_0000_b.png,images/train_2000/BC1.png_crop_856_0000_ref.png,images/train_2000/BC1.png_crop_856_0000_ref.png,B
test1,1020,images/train_2000/BC10_R01.png_crop_117_0000_a.png,images/train_2000/BC10_R01.png_crop_117_0000_b.png,images/train_2000/BC10_R01.png_crop_117_0000_ref.png,images/train_2000/BC10_R01.png_crop_117_0000_ref.png,B
test1,1021,images/train_2000/BC10_R01.png_crop_120_0000_a.png,images/train_2000/BC10_R01.png_crop_120_0000_b.png,images/train_2000/BC10_R01.png_crop_120_0000_ref.png,images/train_2000/BC10_R01.png_crop_120_0000_ref.png,B
test1,1022,images/train_2000/BC10_R01.png_crop_134_0000_a.png,images/train_2000/BC10_R01.png_crop_134_0000_b.png,images/train_2000/BC10_R01.png_crop_134_0000_ref.png,images/train_2000/BC10_R01.png_crop_134_0000_ref.png,A
test1,1023,images/train_2000/BC10_R01.png_crop_137_0000_a.png,images/train_2000/BC10_R01.png_crop_137_0000_b.png,images/train_2000/BC10_R01.png_crop_137_0000_ref.png,images/train_2000/BC10_R01.png_crop_137_0000_ref.png,A
test1,1024,images/train_2000/BC10_R01.png_crop_156_0000_a.png,images/train_2000/BC10_R01.png_crop_156_0000_b.png,images/train_2000/BC10_R01.png_crop_156_0000_ref.png,images/train_2000/BC10_R01.png_crop_156_0000_ref.png,A
test1,1025,images/train_2000/BC10_R01.png_crop_167_0000_a.png,images/train_2000/BC10_R01.png_crop_167_0000_b.png,images/train_2000/BC10_R01.png_crop_167_0000_ref.png,images/train_2000/BC10_R01.png_crop_167_0000_ref.png,B
test1,1026,images/train_2000/BC10_R01.png_crop_171_0000_a.png,images/train_2000/BC10_R01.png_crop_171_0000_b.png,images/train_2000/BC10_R01.png_crop_171_0000_ref.png,images/train_2000/BC10_R01.png_crop_171_0000_ref.png,A
test1,1027,images/train_2000/BC10_R01.png_crop_177_0000_a.png,images/train_2000/BC10_R01.png_crop_177_0000_b.png,images/train_2000/BC10_R01.png_crop_177_0000_ref.png,images/train_2000/BC10_R01.png_crop_177_0000_ref.png,A
test1,1028,images/train_2000/BC10_R01.png_crop_218_0000_a.png,images/train_2000/BC10_R01.png_crop_218_0000_b.png,images/train_2000/BC10_R01.png_crop_218_0000_ref.png,images/train_2000/BC10_R01.png_crop_218_0000_ref.png,B
test1,1029,images/train_2000/BC10_R01.png_crop_219_0000_a.png,images/train_2000/BC10_R01.png_crop_219_0000_b.png,images/train_2000/BC10_R01.png_crop_219_0000_ref.png,images/train_2000/BC10_R01.png_crop_219_0000_ref.png,A
test1,1030,images/train_2000/BC10_R01.png_crop_226_0000_a.png,images/train_2000/BC10_R01.png_crop_226_0000_b.png,images/train_2000/BC10_R01.png_crop_226_0000_ref.png,images/train_2000/BC10_R01.png_crop_226_0000_ref.png,A
test1,1031,images/train_2000/BC10_R01.png_crop_229_0000_a.png,images/train_2000/BC10_R01.png_crop_229_0000_b.png,images/train_2000/BC10_R01.png_crop_229_0000_ref.png,images/train_2000/BC10_R01.png_crop_229_0000_ref.png,A
test1,1032,images/train_2000/BC10_R01.png_crop_24_0000_a.png,images/train_2000/BC10_R01.png_crop_24_0000_b.png,images/train_2000/BC10_R01.png_crop_24_0000_ref.png,images/train_2000/BC10_R01.png_crop_24_0000_ref.png,B
test1,1033,images/train_2000/BC10_R01.png_crop_257_0000_a.png,images/train_2000/BC10_R01.png_crop_257_0000_b.png,images/train_2000/BC10_R01.png_crop_257_0000_ref.png,images/train_2000/BC10_R01.png_crop_257_0000_ref.png,A
test1,1034,images/train_2000/BC10_R01.png_crop_305_0000_a.png,images/train_2000/BC10_R01.png_crop_305_0000_b.png,images/train_2000/BC10_R01.png_crop_305_0000_ref.png,images/train_2000/BC10_R01.png_crop_305_0000_ref.png,A
test1,1035,images/train_2000/BC10_R01.png_crop_346_0000_a.png,images/train_2000/BC10_R01.png_crop_346_0000_b.png,images/train_2000/BC10_R01.png_crop_346_0000_ref.png,images/train_2000/BC10_R01.png_crop_346_0000_ref.png,B
test1,1036,images/train_2000/BC10_R01.png_crop_36_0000_a.png,images/train_2000/BC10_R01.png_crop_36_0000_b.png,images/train_2000/BC10_R01.png_crop_36_0000_ref.png,images/train_2000/BC10_R01.png_crop_36_0000_ref.png,A
test1,1037,images/train_2000/BC10_R01.png_crop_373_0000_a.png,images/train_2000/BC10_R01.png_crop_373_0000_b.png,images/train_2000/BC10_R01.png_crop_373_0000_ref.png,images/train_2000/BC10_R01.png_crop_373_0000_ref.png,A
test1,1038,images/train_2000/BC10_R01.png_crop_379_0000_a.png,images/train_2000/BC10_R01.png_crop_379_0000_b.png,images/train_2000/BC10_R01.png_crop_379_0000_ref.png,images/train_2000/BC10_R01.png_crop_379_0000_ref.png,B
test1,1039,images/train_2000/BC10_R01.png_crop_388_0000_a.png,images/train_2000/BC10_R01.png_crop_388_0000_b.png,images/train_2000/BC10_R01.png_crop_388_0000_ref.png,images/train_2000/BC10_R01.png_crop_388_0000_ref.png,A
test1,1040,images/train_2000/BC10_R01.png_crop_390_0000_a.png,images/train_2000/BC10_R01.png_crop_390_0000_b.png,images/train_2000/BC10_R01.png_crop_390_0000_ref.png,images/train_2000/BC10_R01.png_crop_390_0000_ref.png,B
test1,1041,images/train_2000/BC10_R01.png_crop_418_0000_a.png,images/train_2000/BC10_R01.png_crop_418_0000_b.png,images/train_2000/BC10_R01.png_crop_418_0000_ref.png,images/train_2000/BC10_R01.png_crop_418_0000_ref.png,B
test1,1042,images/train_2000/BC10_R01.png_crop_86_0000_a.png,images/train_2000/BC10_R01.png_crop_86_0000_b.png,images/train_2000/BC10_R01.png_crop_86_0000_ref.png,images/train_2000/BC10_R01.png_crop_86_0000_ref.png,B
test1,1043,images/train_2000/BC3.png_crop_10339_0000_a.png,images/train_2000/BC3.png_crop_10339_0000_b.png,images/train_2000/BC3.png_crop_10339_0000_ref.png,images/train_2000/BC3.png_crop_10339_0000_ref.png,A
test1,1044,images/train_2000/BC3.png_crop_10371_0000_a.png,images/train_2000/BC3.png_crop_10371_0000_b.png,images/train_2000/BC3.png_crop_10371_0000_ref.png,images/train_2000/BC3.png_crop_10371_0000_ref.png,B
test1,1045,images/train_2000/BC3.png_crop_11025_0000_a.png,images/train_2000/BC3.png_crop_11025_0000_b.png,images/train_2000/BC3.png_crop_11025_0000_ref.png,images/train_2000/BC3.png_crop_11025_0000_ref.png,A
test1,1046,images/train_2000/BC3.png_crop_11069_0000_a.png,images/train_2000/BC3.png_crop_11069_0000_b.png,images/train_2000/BC3.png_crop_11069_0000_ref.png,images/train_2000/BC3.png_crop_11069_0000_ref.png,A
test1,1047,images/train_2000/BC3.png_crop_11604_0000_a.png,images/train_2000/BC3.png_crop_11604_0000_b.png,images/train_2000/BC3.png_crop_11604_0000_ref.png,images/train_2000/BC3.png_crop_11604_0000_ref.png,B
test1,1048,images/train_2000/BC3.png_crop_11659_0000_a.png,images/train_2000/BC3.png_crop_11659_0000_b.png,images/train_2000/BC3.png_crop_11659_0000_ref.png,images/train_2000/BC3.png_crop_11659_0000_ref.png,B
test1,1049,images/train_2000/BC3.png_crop_11938_0000_a.png,images/train_2000/BC3.png_crop_11938_0000_b.png,images/train_2000/BC3.png_crop_11938_0000_ref.png,images/train_2000/BC3.png_crop_11938_0000_ref.png,A
test1,1050,images/train_2000/BC3.png_crop_12612_0000_a.png,images/train_2000/BC3.png_crop_12612_0000_b.png,images/train_2000/BC3.png_crop_12612_0000_ref.png,images/train_2000/BC3.png_crop_12612_0000_ref.png,B
test1,1051,images/train_2000/BC3.png_crop_13138_0000_a.png,images/train_2000/BC3.png_crop_13138_0000_b.png,images/train_2000/BC3.png_crop_13138_0000_ref.png,images/train_2000/BC3.png_crop_13138_0000_ref.png,A
test1,1052,images/train_2000/BC3.png_crop_1493_0000_a.png,images/train_2000/BC3.png_crop_1493_0000_b.png,images/train_2000/BC3.png_crop_1493_0000_ref.png,images/train_2000/BC3.png_crop_1493_0000_ref.png,B
test1,1053,images/train_2000/BC3.png_crop_1676_0000_a.png,images/train_2000/BC3.png_crop_1676_0000_b.png,images/train_2000/BC3.png_crop_1676_0000_ref.png,images/train_2000/BC3.png_crop_1676_0000_ref.png,B
test1,1054,images/train_2000/BC3.png_crop_1794_0000_a.png,images/train_2000/BC3.png_crop_1794_0000_b.png,images/train_2000/BC3.png_crop_1794_0000_ref.png,images/train_2000/BC3.png_crop_1794_0000_ref.png,B
test1,1055,images/train_2000/BC3.png_crop_1900_0000_a.png,images/train_2000/BC3.png_crop_1900_0000_b.png,images/train_2000/BC3.png_crop_1900_0000_ref.png,images/train_2000/BC3.png_crop_1900_0000_ref.png,A
test1,1056,images/train_2000/BC3.png_crop_2061_0000_a.png,images/train_2000/BC3.png_crop_2061_0000_b.png,images/train_2000/BC3.png_crop_2061_0000_ref.png,images/train_2000/BC3.png_crop_2061_0000_ref.png,B
test1,1057,images/train_2000/BC3.png_crop_2651_0000_a.png,images/train_2000/BC3.png_crop_2651_0000_b.png,images/train_2000/BC3.png_crop_2651_0000_ref.png,images/train_2000/BC3.png_crop_2651_0000_ref.png,B
test1,1058,images/train_2000/BC3.png_crop_2695_0000_a.png,images/train_2000/BC3.png_crop_2695_0000_b.png,images/train_2000/BC3.png_crop_2695_0000_ref.png,images/train_2000/BC3.png_crop_2695_0000_ref.png,B
test1,1059,images/train_2000/BC3.png_crop_3456_0000_a.png,images/train_2000/BC3.png_crop_3456_0000_b.png,images/train_2000/BC3.png_crop_3456_0000_ref.png,images/train_2000/BC3.png_crop_3456_0000_ref.png,B
test1,1060,images/train_2000/BC3.png_crop_3509_0000_a.png,images/train_2000/BC3.png_crop_3509_0000_b.png,images/train_2000/BC3.png_crop_3509_0000_ref.png,images/train_2000/BC3.png_crop_3509_0000_ref.png,B
test1,1061,images/train_2000/BC3.png_crop_3574_0000_a.png,images/train_2000/BC3.png_crop_3574_0000_b.png,images/train_2000/BC3.png_crop_3574_0000_ref.png,images/train_2000/BC3.png_crop_3574_0000_ref.png,A
test1,1062,images/train_2000/BC3.png_crop_3982_0000_a.png,images/train_2000/BC3.png_crop_3982_0000_b.png,images/train_2000/BC3.png_crop_3982_0000_ref.png,images/train_2000/BC3.png_crop_3982_0000_ref.png,B
test1,1063,images/train_2000/BC3.png_crop_412_0000_a.png,images/train_2000/BC3.png_crop_412_0000_b.png,images/train_2000/BC3.png_crop_412_0000_ref.png,images/train_2000/BC3.png_crop_412_0000_ref.png,A
test1,1064,images/train_2000/BC3.png_crop_426_0000_a.png,images/train_2000/BC3.png_crop_426_0000_b.png,images/train_2000/BC3.png_crop_426_0000_ref.png,images/train_2000/BC3.png_crop_426_0000_ref.png,A
test1,1065,images/train_2000/BC3.png_crop_6588_0000_a.png,images/train_2000/BC3.png_crop_6588_0000_b.png,images/train_2000/BC3.png_crop_6588_0000_ref.png,images/train_2000/BC3.png_crop_6588_0000_ref.png,A
test1,1066,images/train_2000/BC3.png_crop_7048_0000_a.png,images/train_2000/BC3.png_crop_7048_0000_b.png,images/train_2000/BC3.png_crop_7048_0000_ref.png,images/train_2000/BC3.png_crop_7048_0000_ref.png,B
test1,1067,images/train_2000/BC3.png_crop_7295_0000_a.png,images/train_2000/BC3.png_crop_7295_0000_b.png,images/train_2000/BC3.png_crop_7295_0000_ref.png,images/train_2000/BC3.png_crop_7295_0000_ref.png,B
test1,1068,images/train_2000/BC3.png_crop_7639_0000_a.png,images/train_2000/BC3.png_crop_7639_0000_b.png,images/train_2000/BC3.png_crop_7639_0000_ref.png,images/train_2000/BC3.png_crop_7639_0000_ref.png,B
test1,1069,images/train_2000/BC3.png_crop_8024_0000_a.png,images/train_2000/BC3.png_crop_8024_0000_b.png,images/train_2000/BC3.png_crop_8024_0000_ref.png,images/train_2000/BC3.png_crop_8024_0000_ref.png,A
test1,1070,images/train_2000/BC3.png_crop_8185_0000_a.png,images/train_2000/BC3.png_crop_8185_0000_b.png,images/train_2000/BC3.png_crop_8185_0000_ref.png,images/train_2000/BC3.png_crop_8185_0000_ref.png,A
test1,1071,images/train_2000/BC3.png_crop_8658_0000_a.png,images/train_2000/BC3.png_crop_8658_0000_b.png,images/train_2000/BC3.png_crop_8658_0000_ref.png,images/train_2000/BC3.png_crop_8658_0000_ref.png,A
test1,1072,images/train_2000/BC3.png_crop_9483_0000_a.png,images/train_2000/BC3.png_crop_9483_0000_b.png,images/train_2000/BC3.png_crop_9483_0000_ref.png,images/train_2000/BC3.png_crop_9483_0000_ref.png,A
test1,1073,images/train_2000/BC38_R01.png_crop_125_0000_a.png,images/train_2000/BC38_R01.png_crop_125_0000_b.png,images/train_2000/BC38_R01.png_crop_125_0000_ref.png,images/train_2000/BC38_R01.png_crop_125_0000_ref.png,A
test1,1074,images/train_2000/BC38_R01.png_crop_142_0000_a.png,images/train_2000/BC38_R01.png_crop_142_0000_b.png,images/train_2000/BC38_R01.png_crop_142_0000_ref.png,images/train_2000/BC38_R01.png_crop_142_0000_ref.png,B
test1,1075,images/train_2000/BC38_R01.png_crop_145_0000_a.png,images/train_2000/BC38_R01.png_crop_145_0000_b.png,images/train_2000/BC38_R01.png_crop_145_0000_ref.png,images/train_2000/BC38_R01.png_crop_145_0000_ref.png,A
test1,1076,images/train_2000/BC38_R01.png_crop_147_0000_a.png,images/train_2000/BC38_R01.png_crop_147_0000_b.png,images/train_2000/BC38_R01.png_crop_147_0000_ref.png,images/train_2000/BC38_R01.png_crop_147_0000_ref.png,B
test1,1077,images/train_2000/BC38_R01.png_crop_148_0000_a.png,images/train_2000/BC38_R01.png_crop_148_0000_b.png,images/train_2000/BC38_R01.png_crop_148_0000_ref.png,images/train_2000/BC38_R01.png_crop_148_0000_ref.png,B
test1,1078,images/train_2000/BC38_R01.png_crop_167_0000_a.png,images/train_2000/BC38_R01.png_crop_167_0000_b.png,images/train_2000/BC38_R01.png_crop_167_0000_ref.png,images/train_2000/BC38_R01.png_crop_167_0000_ref.png,B
test1,1079,images/train_2000/BC38_R01.png_crop_180_0000_a.png,images/train_2000/BC38_R01.png_crop_180_0000_b.png,images/train_2000/BC38_R01.png_crop_180_0000_ref.png,images/train_2000/BC38_R01.png_crop_180_0000_ref.png,B
test1,1080,images/train_2000/BC38_R01.png_crop_183_0000_a.png,images/train_2000/BC38_R01.png_crop_183_0000_b.png,images/train_2000/BC38_R01.png_crop_183_0000_ref.png,images/train_2000/BC38_R01.png_crop_183_0000_ref.png,B
test1,1081,images/train_2000/BC38_R01.png_crop_217_0000_a.png,images/train_2000/BC38_R01.png_crop_217_0000_b.png,images/train_2000/BC38_R01.png_crop_217_0000_ref.png,images/train_2000/BC38_R01.png_crop_217_0000_ref.png,B
test1,1082,images/train_2000/BC38_R01.png_crop_237_0000_a.png,images/train_2000/BC38_R01.png_crop_237_0000_b.png,images/train_2000/BC38_R01.png_crop_237_0000_ref.png,images/train_2000/BC38_R01.png_crop_237_0000_ref.png,A
test1,1083,images/train_2000/BC38_R01.png_crop_328_0000_a.png,images/train_2000/BC38_R01.png_crop_328_0000_b.png,images/train_2000/BC38_R01.png_crop_328_0000_ref.png,images/train_2000/BC38_R01.png_crop_328_0000_ref.png,B
test1,1084,images/train_2000/BC38_R01.png_crop_346_0000_a.png,images/train_2000/BC38_R01.png_crop_346_0000_b.png,images/train_2000/BC38_R01.png_crop_346_0000_ref.png,images/train_2000/BC38_R01.png_crop_346_0000_ref.png,A
test1,1085,images/train_2000/BC38_R01.png_crop_352_0000_a.png,images/train_2000/BC38_R01.png_crop_352_0000_b.png,images/train_2000/BC38_R01.png_crop_352_0000_ref.png,images/train_2000/BC38_R01.png_crop_352_0000_ref.png,A
test1,1086,images/train_2000/BC38_R01.png_crop_377_0000_a.png,images/train_2000/BC38_R01.png_crop_377_0000_b.png,images/train_2000/BC38_R01.png_crop_377_0000_ref.png,images/train_2000/BC38_R01.png_crop_377_0000_ref.png,B
test1,1087,images/train_2000/BC38_R01.png_crop_380_0000_a.png,images/train_2000/BC38_R01.png_crop_380_0000_b.png,images/train_2000/BC38_R01.png_crop_380_0000_ref.png,images/train_2000/BC38_R01.png_crop_380_0000_ref.png,A
test1,1088,images/train_2000/BC38_R01.png_crop_451_0000_a.png,images/train_2000/BC38_R01.png_crop_451_0000_b.png,images/train_2000/BC38_R01.png_crop_451_0000_ref.png,images/train_2000/BC38_R01.png_crop_451_0000_ref.png,B
test1,1089,images/train_2000/BC38_R01.png_crop_463_0000_a.png,images/train_2000/BC38_R01.png_crop_463_0000_b.png,images/train_2000/BC38_R01.png_crop_463_0000_ref.png,images/train_2000/BC38_R01.png_crop_463_0000_ref.png,A
test1,1090,images/train_2000/BC38_R01.png_crop_469_0000_a.png,images/train_2000/BC38_R01.png_crop_469_0000_b.png,images/train_2000/BC38_R01.png_crop_469_0000_ref.png,images/train_2000/BC38_R01.png_crop_469_0000_ref.png,A
test1,1091,images/train_2000/BC38_R01.png_crop_474_0000_a.png,images/train_2000/BC38_R01.png_crop_474_0000_b.png,images/train_2000/BC38_R01.png_crop_474_0000_ref.png,images/train_2000/BC38_R01.png_crop_474_0000_ref.png,B
test1,1092,images/train_2000/BC38_R01.png_crop_509_0000_a.png,images/train_2000/BC38_R01.png_crop_509_0000_b.png,images/train_2000/BC38_R01.png_crop_509_0000_ref.png,images/train_2000/BC38_R01.png_crop_509_0000_ref.png,B
test1,1093,images/train_2000/BC38_R01.png_crop_606_0000_a.png,images/train_2000/BC38_R01.png_crop_606_0000_b.png,images/train_2000/BC38_R01.png_crop_606_0000_ref.png,images/train_2000/BC38_R01.png_crop_606_0000_ref.png,A
test1,1094,images/train_2000/BC38_R01.png_crop_611_0000_a.png,images/train_2000/BC38_R01.png_crop_611_0000_b.png,images/train_2000/BC38_R01.png_crop_611_0000_ref.png,images/train_2000/BC38_R01.png_crop_611_0000_ref.png,A
test1,1095,images/train_2000/BC38_R01.png_crop_654_0000_a.png,images/train_2000/BC38_R01.png_crop_654_0000_b.png,images/train_2000/BC38_R01.png_crop_654_0000_ref.png,images/train_2000/BC38_R01.png_crop_654_0000_ref.png,A
test1,1096,images/train_2000/BC38_R01.png_crop_659_0000_a.png,images/train_2000/BC38_R01.png_crop_659_0000_b.png,images/train_2000/BC38_R01.png_crop_659_0000_ref.png,images/train_2000/BC38_R01.png_crop_659_0000_ref.png,B
test1,1097,images/train_2000/BC38_R01.png_crop_682_0000_a.png,images/train_2000/BC38_R01.png_crop_682_0000_b.png,images/train_2000/BC38_R01.png_crop_682_0000_ref.png,images/train_2000/BC38_R01.png_crop_682_0000_ref.png,A
test1,1098,images/train_2000/BC38_R01.png_crop_692_0000_a.png,images/train_2000/BC38_R01.png_crop_692_0000_b.png,images/train_2000/BC38_R01.png_crop_692_0000_ref.png,images/train_2000/BC38_R01.png_crop_692_0000_ref.png,A
test1,1099,images/train_2000/BC38_R01.png_crop_695_0000_a.png,images/train_2000/BC38_R01.png_crop_695_0000_b.png,images/train_2000/BC38_R01.png_crop_695_0000_ref.png,images/train_2000/BC38_R01.png_crop_695_0000_ref.png,A
test1,1100,images/train_2000/BC38_R01.png_crop_696_0000_a.png,images/train_2000/BC38_R01.png_crop_696_0000_b.png,images/train_2000/BC38_R01.png_crop_696_0000_ref.png,images/train_2000/BC38_R01.png_crop_696_0000_ref.png,B
test1,1101,images/train_2000/BC38_R01.png_crop_711_0000_a.png,images/train_2000/BC38_R01.png_crop_711_0000_b.png,images/train_2000/BC38_R01.png_crop_711_0000_ref.png,images/train_2000/BC38_R01.png_crop_711_0000_ref.png,A
test1,1102,images/train_2000/BC38_R01.png_crop_753_0000_a.png,images/train_2000/BC38_R01.png_crop_753_0000_b.png,images/train_2000/BC38_R01.png_crop_753_0000_ref.png,images/train_2000/BC38_R01.png_crop_753_0000_ref.png,B
